OBJECTID,Shape,codigo,nombre,riesgo,descripcion,tipo_amenaza,categoria_proteccion,subcategoria_proteccion,Shape_Length,Shape_Area
113,"(4716659.313734016, 2253560.4382541897)",0402-4,San Isidro,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,38.65431487809704,75.99947240178561

114,"(4716924.000959912, 2253334.0808239323)",0402-1,San Isidro,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,221.2821571109515,717.3351908315093

115,"(4717041.000697017, 2253614.1651996765)",0402-9,San Isidro,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,289.97680273497986,570.5899100888296

116,"(4716630.25345017, 2249774.3446650063)",1018-1,Villa Nueva,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,116.56769019198393,538.0932656904248

117,"(4718629.89855408, 2253257.8333284007)",0108-1,El Compromiso,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,76.9562335964876,193.9360142195823

118,"(4718630.807555774, 2253462.030241624)",0108-6,El Compromiso,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,123.30926514685476,457.5832862676445

119,"(4714542.50169161, 2253900.152446099)",0606-1,San Mart�n de Porres,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,112.28325152683904,392.7607936663563

120,"(4714376.7730076965, 2253993.4494244936)",0606-2,San Mart�n de Porres,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,76.84994421805594,232.7711579303944

121,"(4715239.637503091, 2255644.6148989415)",0601-1,Santander,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,214.29293069933803,1413.498866382326

122,"(4715377.8311225185, 2255678.377078044)",0601-2,Santander,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,153.0297978845904,787.3465148709577

123,"(4715458.248239089, 2255745.5424600546)",0601-3,Santander,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,182.33740577563572,929.0654328813848

124,"(4715364.653744409, 2256031.8687155345)",0601-4,Santander,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,995.6376539037198,3569.446928470811

125,"(4718732.109008459, 2253697.3546649907)",0107-4,San Pablo,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,61.194577626291334,121.91127520801504

126,"(4717199.95770893, 2252486.1367265773)",0411-1,Las Esmeraldas,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,91.37097688849465,199.3673224639651

127,"(4717680.836426435, 2249751.844396351)",0803-2,San Miguel,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,46.50969629160349,84.00256947234924

128,"(4718116.081840752, 2254888.9969664942)",0103-1,Popular,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,33.820741463542575,44.60254397443353

129,"(4718698.2777069295, 2255221.2663836186)",0103-5,Popular,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,46.51969378843333,133.2222112666039

130,"(4718303.992219974, 2255211.248652773)",0103-16,Popular,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,91.80822270737637,391.85140734815724

131,"(4714287.029068802, 2255874.766694918)",0611-2,Progreso No.2,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,360.015217725464,884.0534409051469

132,"(4711553.767432346, 2249044.1191655146)",1210-1,Barrio Crist�bal,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,199.20569122328635,1758.9068587665145

133,"(4715650.578711994, 2254335.3588137403)",0509-1,Girardot,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,181.38459642179168,942.594809040454

134,"(4716310.791227013, 2253507.3008382814)",0403-1,Palermo,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,1776.604488019474,19060.67920315804

135,"(4716449.4878104925, 2248955.2099245973)",1019-1,La Candelaria,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,230.15049730255808,853.0543224012669

136,"(4716215.004127632, 2249196.5994743025)",1019-2,La Candelaria,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,212.17116682733945,1247.2971725480088

137,"(4716725.576880502, 2254236.2012662184)",0210-7,H�ctor Abad G�mez,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,133.4417324637026,439.8155773878111

138,"(4716651.839139091, 2254326.410308809)",0507-1,H�ctor Abad G�mez,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,73.46040362877827,186.7793788374902

139,"(4716710.746184898, 2248660.8828659607)",1015-1,Bombon� No.1,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1161.6026670934007,5287.938719673362

140,"(4717671.518172327, 2251707.9758764044)",0303-1,Campo Vald�s No.2,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1594.9810339607768,7918.848612813909

141,"(4711629.634806259, 2246786.5360705582)",1613-2,Altavista,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,111.8775489747307,651.1781867927359

142,"(4712863.156918901, 2254118.1089768596)",0712-3,Aures No.2,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,674.2280724709868,2187.24890410682

143,"(4717686.128037883, 2249751.0242480836)",0804-2,La Ladera,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,50.69707747063948,112.3346345440629

144,"(4717623.225684723, 2249004.054955344)",0809-4,Sucre,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,101.18380578447884,406.21295281654636

145,"(4717942.483726361, 2252832.146019045)",0301-1,La Salle,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,46.66997898307177,90.78949643036853

146,"(4718627.1357491985, 2253253.219180974)",0301-3,La Salle,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,78.7467522318818,139.4265537134958

147,"(4717197.421846895, 2252492.483205175)",0412-1,La Pi�uela,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,80.17886461749099,238.21847739987905

148,"(4712530.839635294, 2254445.370133385)",6011-2,El Picacho,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,305.69681628142,1071.8772565001375

149,"(4712689.634222019, 2254243.430367624)",6011-4,El Picacho,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,124.51907300404643,47.359191505036954

150,"(4718126.20492394, 2254887.807503203)",0103-15,Popular,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,40.49663275679956,91.66105732758729

151,"(4716881.117551362, 2253305.636176953)",0402-7,San Isidro,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,34.26539783030514,69.966540442616

152,"(4717611.356651839, 2254690.203442844)",0206-2,La Francia,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,87.84817261209898,224.90419616879066

153,"(4719418.023947144, 2254182.4475751948)",9003-24,Piedras Blancas - Matasano,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,229.83957933746015,729.0099814268834

154,"(4712527.227227861, 2254434.247864181)",6012-3,Pajarito,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,165.62724295900796,535.465442118847

155,"(4712646.660849681, 2254282.013379709)",6012-5,Pajarito,Con condiciones de riesgo,Zona con condiciones de riesgo por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,592.64932168713,3811.967111077076

156,"(4719215.055446884, 2248124.1358835436)",0814-17,San Antonio,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,28.351401220241133,15.90409919814027

157,"(4719135.694137225, 2248129.9976372644)",0813-34,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,50.76230676079007,40.41654812106683

158,"(4719232.613821737, 2247733.7845312487)",0813-31,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,58.602092090600514,28.310450120041278

159,"(4719171.153964822, 2247677.4723122455)",0813-32,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,22.09165065780588,22.073566691316177

160,"(4719313.122955312, 2247798.446544729)",0813-33,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,160.7580263937157,94.15786450338312

161,"(4719247.616421743, 2248109.2458756547)",0814-16,San Antonio,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,68.37664332221415,121.26826033041034

162,"(4720589.048218665, 2247657.367591463)",0817-9,La Sierra,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,31.973336223485088,13.721165528975783

163,"(4720525.437030771, 2247531.1154014966)",0817-8,La Sierra,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,86.75272096824737,114.03175018193213

164,"(4720533.614592416, 2247570.8114232263)",0817-7,La Sierra,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,39.50976068265522,40.862665564426315

165,"(4720583.762686189, 2247713.4353565513)",9002-10,Media Luna,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por inundaciones,Inundaciones,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,90.43890538484001,501.7445392172011

