OBJECTID,Shape,codigo,nombre,riesgo,descripcion,tipo_amenaza,categoria_proteccion,subcategoria_proteccion,Shape_Length,Shape_Area
232,"(4718608.029117308, 2251944.7639222485)",0304-5,Santa In�s,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,71.37209745285736,279.6866428873086

233,"(4718167.302990896, 2251953.144781824)",0304-6,Santa In�s,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,126.65398207598952,892.6741286759931

234,"(4718999.025782167, 2249163.6648140317)",0807-4,Los Mangos,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,309.3075915123114,3526.567522664093

235,"(4719119.383018971, 2248588.4139523795)",9003-4,Piedras Blancas - Matasano,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,515.7839215082038,9107.563085372798

236,"(4719084.395276448, 2248890.7204535487)",9003-43,Piedras Blancas - Matasano,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,680.542430218025,19235.779539652955

237,"(4719586.7805167055, 2247529.7603428303)",0815-23,Las Estancias,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,194.65102125813786,780.1081457349627

238,"(4719627.712728324, 2247518.2516159406)",0815-22,Las Estancias,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,8.774798649725906,0.20705097286569002

239,"(4719500.048233255, 2249621.7569805477)",9003-34,Piedras Blancas - Matasano,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,1143.9430367889127,43079.256023020775

240,"(4719161.745421835, 2249493.549418374)",0806-3,Llanaditas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,764.2624945243323,9557.268576303026

241,"(4719210.697499287, 2249630.337411582)",9003-40,Piedras Blancas - Matasano,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,164.23319301548483,559.4480205112425

242,"(4719236.37880666, 2249623.92082886)",9003-41,Piedras Blancas - Matasano,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,175.44427441490942,1321.371292088101

243,"(4703809.5410732385, 2243266.8427883424)",8003-2,Monta�ita,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,233.8778399629365,3767.0724525661676

244,"(4704045.555409294, 2243402.8656858653)",8003-3,Monta�ita,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,449.57478541054496,13752.679922672643

245,"(4705418.119225343, 2241825.1933468017)",AUC2-1,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,236.9459318415046,1419.4165444543182

246,"(4705673.6097811395, 2242036.2596914787)",AUC2-2,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,658.1477479373381,5912.919989572959

247,"(4705660.395956762, 2242195.00856533)",AUC2-3,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,142.40850735515718,747.2243210730478

248,"(4706159.016302193, 2242555.3740112847)",AUC2-5,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,429.7715454639599,3317.0209667915415

249,"(4706912.452666666, 2242641.4989000005)",AUC2-6,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,3.888882886152301,0.3237162592617718

250,"(4706868.165213277, 2242531.82007798)",AUC2-9,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,98.62934799829515,678.5593182594575

251,"(4707088.9664695505, 2242496.175227188)",AUC2-10,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,399.6778001407675,4538.212081929156

252,"(4707125.576126127, 2241520.3218612233)",AUC2-11,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,206.2617766247835,2921.896589590208

253,"(4710712.437063327, 2247286.178509586)",1616-1,Las Violetas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,143.68220198679555,628.7925636113783

254,"(4710683.250953523, 2247304.338348714)",1616-2,Las Violetas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,88.2555323190488,290.9194700173931

255,"(4710660.244975731, 2247306.126289683)",1616-3,Las Violetas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,127.98038039020673,657.7529468886519

256,"(4710697.681621522, 2247350.7038772735)",1616-4,Las Violetas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,135.5243538465365,648.5676052739741

257,"(4710821.053403113, 2250646.1325294436)",1306-1,La Pradera,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,23.973425332499644,3.1816020741420865

258,"(4716462.543457474, 2254240.385444377)",0508-1,Belalc�zar,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,505.8587100903702,14278.414128993149

259,"(4720026.685417132, 2247150.763613724)",0815-19,Las Estancias,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,211.43218009270464,2179.3138326544126

260,"(4719944.307927684, 2247206.26363705)",0815-20,Las Estancias,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,668.4784949884826,18676.554661349866

261,"(4709405.80008865, 2246591.974189285)",7005-3,Altavista Sector Central,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,107.64683081313594,682.7411011704667

262,"(4718918.7315562945, 2249445.1478874036)",0807-3,Los Mangos,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,39.41727022035808,47.915738752209414

263,"(4710985.1087384, 2252262.775044671)",0720-4,Santa Margarita,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,2980.764049632678,100715.60290012552

264,"(4719923.1028980585, 2247543.376417975)",0815-32,Las Estancias,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,2.463643424147866,0.041687859680078314

265,"(4719922.9838000005, 2247543.392933335)",0815-26,Las Estancias,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,1.2517300019139883,0.01156872009938091

266,"(4719851.136122573, 2247554.4249218185)",0819-20,Villa Lilliam,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,2.850785402033025,0.0201572811582239

267,"(4718862.161059394, 2247850.5889785965)",0813-30,Villatina,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,1094.6011573132012,27466.292021798476

268,"(4719720.5452874, 2247490.865571318)",0815-24,Las Estancias,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,782.9902406373649,13777.890053170593

269,"(4720279.700668823, 2247025.49301658)",0901-8,Juan Pablo II,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,1187.9364230133863,23640.13613542385

270,"(4720009.030279787, 2246936.031217712)",0901-8,Juan Pablo II,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,616.7831338756255,13289.622096557763

271,"(4709491.295385828, 2246641.6649347404)",7005-4,Altavista Sector Central,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1275.3542555585523,38635.06893381909

272,"(4708748.4068840975, 2246150.273550522)",7005-6,Altavista Sector Central,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,91.95350978805655,586.0311188373609

273,"(4719047.08955066, 2247527.2860806943)",0905-3,Alejandro Echavarr�a,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,449.6876969635347,759.4446217198794

274,"(4719057.918545599, 2247545.314542451)",0813-28,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,502.2926459760112,7819.211862878598

275,"(4705668.966457659, 2241649.3402210847)",8001-3,La Florida,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,110.22947156291862,546.5604067309538

276,"(4706387.321224759, 2240599.6164787677)",8008-1,San Jos�,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,493.05939249722553,3920.292230754941

277,"(4702250.957438877, 2259637.499720413)",5004-4,Palmitas Sector Central,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,451.476841232109,10270.022744469094

278,"(4706206.685021212, 2256109.868266283)",6006-1,Boquer�n,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,682.907451933594,12127.27858069308

279,"(4718916.091405111, 2247333.6359086595)",0904-2,Los Cerros El Vergel,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,138.15142864597414,937.897187082584

280,"(4718897.215487663, 2247307.7590470845)",0904-4,Los Cerros El Vergel,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,111.66967726885233,448.7802978586638

281,"(4710429.259638314, 2251979.2354301102)",0720-1,Santa Margarita,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,252.07562790569574,2916.6901076367967

282,"(4711341.887674196, 2252371.6783937984)",0720-2,Santa Margarita,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1374.492548609802,44395.674664532446

283,"(4710178.135004376, 2252093.1966684978)",0720-3,Santa Margarita,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,1482.802578452041,75171.82110811945

284,"(4718928.024251065, 2247319.0421775496)",0904-3,Los Cerros El Vergel,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,202.4428223130327,935.1418143417309

285,"(4709335.846163986, 2249846.5856336383)",1316-3,El Salado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1031.722070274595,18712.818375036968

286,"(4716764.760595256, 2241986.7672423515)",1411-1,Los Balsos No.1,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,193.79197030701866,2533.9408169441917

287,"(4715965.192360927, 2242734.7342005013)",1411-2,Los Balsos No.1,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,175.54123354529995,1982.9746252721754

288,"(4718723.691799505, 2253294.6444341745)",0108-2,El Compromiso,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,387.88746889508076,3910.8813283175973

289,"(4718678.161900342, 2253468.349194926)",0108-3,El Compromiso,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1137.0264155935492,22710.871900694186

290,"(4718707.387732724, 2253664.458791664)",0108-4,El Compromiso,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,303.45020876100256,4989.436367515346

291,"(4718689.154162147, 2253516.5694226515)",0108-5,El Compromiso,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,312.21138486349713,5050.378853143441

292,"(4718855.94394147, 2252343.954065345)",0315-1,San Jos� La Cima No.2,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,74.41260071230255,98.03099718298377

293,"(4718690.963144867, 2252420.789485064)",0315-2,San Jos� La Cima No.2,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1801.5133809849947,113688.40313817705

294,"(4711157.956220249, 2250619.4914074773)",1306-2,La Pradera,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,258.98417480994976,1614.0980168160368

295,"(4716093.785966014, 2247886.0146016334)",1020-1,San Diego,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,282.1614858524196,4588.433587680592

296,"(4709047.424117181, 2249912.7690232797)",1316-1,El Salado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,123.88164971038724,778.0198396706465

297,"(4709027.841932268, 2249709.962633083)",1316-2,El Salado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1979.8100310314098,58584.05307511734

298,"(4719719.946180847, 2247520.1793838497)",0819-18,Villa Lilliam,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,389.0479589008271,1799.7593087085893

299,"(4717672.805200863, 2243359.232364995)",9001-1,Las Palmas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,8.107457917736026,3.434876322141096

300,"(4720243.7062287275, 2246801.5522276536)",9001-4,Las Palmas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,97.96872630889983,113.41910138423944

301,"(4720032.304829246, 2246881.299342696)",0917-9,Ocho de Marzo,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,382.7240089184688,2255.0402087812063

302,"(4717804.958927857, 2243943.2314973576)",9001-6,Las Palmas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,78.02871351443352,86.52546126185759

303,"(4718428.764822168, 2244443.1846484933)",9001-7,Las Palmas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,114.4895375027536,703.6816816425156

304,"(4718350.320983337, 2244786.8045464223)",9001-8,Las Palmas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,150.73029853205796,1558.422591968576

305,"(4708547.196995989, 2246011.6109986217)",7001-1,Buga Patio Bonito,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,842.771408513254,15819.725285256785

306,"(4707564.262985555, 2246352.811559343)",7001-6,Buga Patio Bonito,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,542.835382887796,17557.04629070079

307,"(4720241.378969322, 2246970.3884157115)",0917-9,Ocho de Marzo,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,635.9607935645569,3969.6536040273836

308,"(4719686.3565650005, 2247208.300109984)",0902-4,Barrios de Jes�s,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,1480.8293072788895,19573.882565179767

309,"(4709680.598168162, 2245956.5952818156)",7006-4,La Esperanza,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,330.54449397793144,7153.640641824709

310,"(4719935.535279438, 2246840.7104535196)",0917-9,Ocho de Marzo,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,7.895843018923839,0.7990344951608509

311,"(4719939.252200001, 2246840.9078000016)",0917-9,Ocho de Marzo,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,6.543116626756496,0.04300427663190595

312,"(4710695.787744657, 2244598.5714705186)",7007-3,San Jos� del Manzanillo,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,239.00843392235618,2991.5690050574412

313,"(4711022.25121045, 2244575.9436744545)",7007-5,San Jos� del Manzanillo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,300.1884654824093,2891.94531941609

314,"(4710392.237835632, 2244570.234323373)",7007-6,San Jos� del Manzanillo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,215.75797365240047,1865.4851953211858

315,"(4710360.1011603875, 2244559.6474937056)",7008-5,San Jos� del Manzanillo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,75.9964373404944,13.800087980815462

316,"(4710362.966060317, 2244584.34378871)",7007-7,El Jard�n,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,40.23787579446804,4.231772081277011

317,"(4709428.300514375, 2244357.2217686786)",7008-3,El Jard�n,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,447.963529236684,12893.278760336954

318,"(4710292.516018351, 2244749.5690849875)",7008-4,El Jard�n,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,544.916199847013,14409.844082502683

319,"(4710350.45886247, 2244557.7052227384)",7008-6,El Jard�n,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,106.66566932345029,632.2002416392091

320,"(4710367.057453522, 2244587.7043297994)",7008-2,El Jard�n,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,48.19599377301345,113.2814740113711

321,"(4717441.690011527, 2252596.049120857)",0411-2,Las Esmeraldas,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1074.0492823865497,26351.233057779602

322,"(4719413.222400882, 2249842.1171284504)",9003-32,Piedras Blancas - Matasano,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,926.2763090319438,39047.12802896028

323,"(4704784.360223718, 2245225.4834535345)",8006-5,El Salado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,516.94214511291,16788.739430810987

324,"(4704556.547175274, 2244634.464611419)",8006-6,El Salado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,452.0616092133928,11327.523627053108

325,"(4705543.748929652, 2243321.454659135)",8006-7,El Salado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,390.654424195038,5585.55607075922

326,"(4706135.552707419, 2242567.3599678907)",8007-2,La Verde,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,422.4505629860366,5463.790272735516

327,"(4719116.370546642, 2249829.0611879486)",9003-42,Piedras Blancas - Matasano,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,406.5934878808702,3152.0219489465953

328,"(4719083.774689997, 2249828.5392627083)",0806-9,Llanaditas,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,658.6175366548506,11108.059466081631

329,"(4719472.45273486, 2247707.025911527)",0813-43,Villatina,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,732.1190339537932,11737.498041506953

330,"(4719936.002335902, 2247672.0019645575)",0819-12,Villa Lilliam,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,292.3224329240642,4091.1779861974965

331,"(4719077.7693989305, 2248175.4824147923)",0813-14,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,88.74098798855267,351.3676447318022

332,"(4719217.191068287, 2248289.2237226614)",0813-15,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,815.7260409138697,25491.05113768846

333,"(4719415.093340123, 2249675.4354885654)",9003-33,Piedras Blancas - Matasano,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,420.050777617051,8842.789817508814

334,"(4719998.687696721, 2247288.5165744047)",0817-5,La Sierra,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,250.82932655791274,2031.9669189729088

335,"(4719562.364173574, 2249522.575400807)",9003-35,Piedras Blancas - Matasano,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,562.4096858328033,19625.439688078706

336,"(4716944.965799696, 2253615.396137706)",0402-5,San Isidro,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,786.9356931511671,10855.34384401529

337,"(4716842.698884222, 2253303.9152957927)",0402-6,San Isidro,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,204.44033763161477,2487.0533499338176

338,"(4719147.758311207, 2249575.350310785)",0806-12,Llanaditas,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,260.64596637329623,2335.0489389851336

339,"(4719039.264260794, 2249507.7122730124)",0806-11,Llanaditas,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,138.9305381267581,655.2877734966727

340,"(4719630.575770519, 2247600.7563910987)",0819-13,Villa Lilliam,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,247.69194429165663,2405.413440802895

341,"(4719557.501541574, 2247549.106087246)",0815-22,Las Estancias,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,46.904808916653444,82.25962358984316

342,"(4719558.193816237, 2247903.363346235)",0814-7,San Antonio,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,635.0764572905579,7313.916812330948

343,"(4719888.422488996, 2247771.0718701845)",0816-7,Villa Turbay,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,77.30931461465761,153.62519091103397

344,"(4707280.801235091, 2254403.200266555)",6017-1,El Llano,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,327.98402472409924,5393.844291548482

345,"(4718203.660289602, 2254886.648142931)",0103-13,Popular,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,362.5224153084728,4764.94156822066

346,"(4719395.0149737075, 2251243.524971923)",0311-1,La Cruz,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,113.3671403820487,227.26960994847732

347,"(4719195.911898711, 2251354.7513402696)",0311-2,La Cruz,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,25.545725363113977,26.96265540802659

