OBJECTID,Shape,codigo,nombre,riesgo,descripcion,tipo_amenaza,categoria_proteccion,subcategoria_proteccion,Shape_Length,Shape_Area
116,"(4719094.900177089, 2249163.9222764364)",0806-17,Llanaditas,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,19.02578142357144,3.179359378176508

117,"(4719067.742533906, 2249154.5990614146)",0811-8,Trece de Noviembre,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,190.409901127056,1341.0766766216054

118,"(4719082.042498839, 2249169.121027566)",0806-14,Llanaditas,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,18.678962898071585,0.25707956964396517

119,"(4718913.481393868, 2249498.630433376)",0806-16,Llanaditas,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,291.52573505310716,4199.045632482995

120,"(4720353.474275425, 2246884.588969143)",0917-4,Ocho de Marzo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,566.1879801729576,6041.565049039737

121,"(4718860.907331492, 2249318.5110746906)",0807-9,Los Mangos,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,1342.0156469422611,50670.469057829476

122,"(4717459.745532962, 2253403.9909363375)",0401-1,Berl�n,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,294.3529742456483,4850.828208654846

123,"(4717592.435346456, 2253354.110530185)",0401-2,Berl�n,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,257.83147571676176,3366.065097132814

124,"(4719436.324603585, 2252324.9474319895)",0312-1,Oriente,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,300.783852325837,4303.4494027407845

125,"(4718964.77532827, 2252060.779957447)",0312-2,Oriente,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,6146.571909178997,184832.80419273433

126,"(4718784.794638035, 2251765.868853313)",0312-3,Oriente,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,18.304436386102076,1.9646779776154137

127,"(4718650.124907333, 2251946.0567253977)",0312-4,Oriente,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,191.96606653015252,1930.3467496277333

128,"(4719433.033756325, 2252452.1709596557)",9003-26,Oriente,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,4.940247929516051,0.720966255738587

129,"(4718133.807802486, 2255256.9906576783)",0201-4,La Isla,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,222.16688676660036,2848.716401117471

130,"(4719296.625834698, 2248166.3688658928)",0814-8,San Antonio,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,681.45700655631,16660.713360444086

131,"(4718486.330227794, 2255334.5378110125)",0201-5,La Isla,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,856.0703227741967,11624.012198711041

132,"(4718001.938080027, 2255118.0653062183)",0201-6,La Isla,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,304.9945371577716,2034.3043497575477

133,"(4717851.055282806, 2253653.0658176644)",0105-2,Mosc� No.2,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,299.8488015362183,4443.498643530258

134,"(4717951.772175673, 2253732.837156286)",0105-3,Mosc� No.2,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,384.50877706326787,6364.862050695269

135,"(4718241.093701066, 2253771.0592643023)",0105-4,Mosc� No.2,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,291.2440893546791,4528.300136578639

136,"(4718802.68715047, 2254941.142485978)",0101-3,Santo Domingo Savio No.1,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,283.46350608141597,2844.4102033663294

137,"(4718657.761601793, 2254561.283745644)",0101-4,Santo Domingo Savio No.1,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,4460.395436229156,192734.34498874968

138,"(4719120.188794173, 2254111.7364795287)",0111-1,La Avanzada,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,2120.6814218063887,59505.92217823931

139,"(4719263.83976842, 2254438.8723020307)",0111-2,La Avanzada,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,420.9692539728236,10095.510889292213

140,"(4719062.313343145, 2254284.9083678834)",0111-3,La Avanzada,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,313.13450416429106,5245.09571844385

141,"(4719593.493056604, 2247804.6211964693)",0813-2,Villatina,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,271.15504947208933,3002.591090055148

142,"(4710237.457245886, 2249201.4676030697)",1310-5,Veinte de Julio,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,283.7685315352041,4992.195871954603

143,"(4719881.9729346605, 2248003.7815390527)",0819-7,Villa Lilliam,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,556.3970940979314,8742.739005717745

144,"(4720125.484093267, 2246951.9927206254)",0901-10,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,126.67689600658386,1016.5872368103359

145,"(4719501.711139737, 2247854.5455321358)",0814-14,San Antonio,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,127.35048455026254,766.58818949683

146,"(4719273.413474095, 2247799.2832329697)",0813-38,Villatina,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,102.0172594253365,281.88674656086914

147,"(4719383.73592654, 2247685.1367369206)",0814-27,San Antonio,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,136.2192493517888,376.5493220334669

148,"(4719395.022404381, 2247701.2585112774)",0814-26,San Antonio,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,72.91844957582502,135.68087391706516

149,"(4719395.661816559, 2247723.394119346)",0814-25,San Antonio,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,72.6836634496701,209.00217308358478

150,"(4717660.859448302, 2254731.4509303207)",0205-1,La Francia,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,2056.6335518795404,35119.67157964874

151,"(4717681.27290936, 2254753.4672654453)",0205-9,La Francia,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,175.29084700481891,1647.1244331804096

152,"(4717899.931048736, 2254549.0851432635)",0205-11,La Francia,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,267.029362507374,3779.782962535438

153,"(4719935.539269231, 2247755.839333106)",0819-2,Villa Lilliam,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,494.692397448252,5451.570420919807

154,"(4718700.3818106735, 2249653.392749278)",0807-5,Los Mangos,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,613.6943224996814,14541.258030119323

155,"(4718521.004708123, 2249674.0575776957)",0807-8,Los Mangos,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,101.99601381300654,692.8504137871631

156,"(4718569.208420633, 2249681.7143023573)",0807-7,Los Mangos,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,467.2866200698599,5378.70020474069

157,"(4718368.440682281, 2249601.8789143544)",0807-7,Los Mangos,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,195.01192131199605,1145.8017746855778

158,"(4705662.732877913, 2242061.4661852266)",SN02-1,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,469.1413506596658,5310.164990500751

159,"(4705630.5934453895, 2242209.4145832853)",SN02-2,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,279.41721041126124,1524.6130678046466

160,"(4705570.64325084, 2242284.621474194)",SN02-3,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,141.71887476997335,771.6362511878754

161,"(4705558.016060055, 2242306.990736592)",SN02-4,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,20.711023033651617,18.554743480504577

162,"(4705534.020551907, 2242326.2139652665)",SN02-5,San Antonio de Prado,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,86.17712654389177,428.49839415808384

163,"(4709852.648057053, 2248812.8782249955)",SN02-7,El Coraz�n,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,68.42743503435705,183.75744669491647

164,"(4709850.609084976, 2248839.9878037074)",SN02-8,Betania,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,41.27246154760022,97.06006574795599

165,"(4714150.475872426, 2255148.1842122744)",SN02-9,El Picacho,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,266.78741057970905,2518.410118418043

166,"(4719092.315672874, 2253268.525384543)",0112-1,Carpinelo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,115.9494241757249,354.70831725719154

167,"(4719495.755832989, 2253300.416464001)",0112-2,Carpinelo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,280.96810785985576,2844.032677253571

168,"(4719496.715435494, 2253478.2740969113)",0112-3,Carpinelo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,230.48515534519677,1210.8822575742972

169,"(4718013.987195745, 2253709.0528823035)",0105-1,Mosc� No.2,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,4726.976148040333,79830.00254264093

170,"(4712529.779523823, 2251268.999101846)",1213-1,Calasanz Parte Alta,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,130.75517641320178,1036.328610475704

171,"(4710834.512690984, 2250750.5394818955)",1307-1,Juan XXIII La Quiebra,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,98.4518080543279,81.59293906511246

172,"(4710817.166889944, 2250779.040614237)",1307-2,Juan XXIII La Quiebra,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,15.613962549207994,2.123547148940588

173,"(4710800.861677593, 2251357.3776498227)",1307-3,Juan XXIII La Quiebra,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,716.95403637764,9687.570303894816

174,"(4709605.2246926315, 2249633.469412299)",1310-1,Veinte de Julio,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,70.24862061329503,277.8738798673378

175,"(4709478.674602142, 2249685.6308293487)",1310-3,Veinte de Julio,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,87.31365347239465,340.8449841998915

176,"(4709606.738306012, 2249690.161062918)",1310-4,Veinte de Julio,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,234.85204659922002,1558.8698539509658

177,"(4719351.268676672, 2253567.752005825)",0112-4,Carpinelo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,985.1203520999849,29646.26891019365

178,"(4719350.976115597, 2253815.851963461)",0112-5,Carpinelo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,927.5687712342511,24479.846252068997

179,"(4719096.448568105, 2253797.488532904)",0112-6,Carpinelo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1918.2943563888148,48372.026038037744

180,"(4717607.419794781, 2254675.22670835)",0206-1,Andaluc�a,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1063.6777538113713,11065.824685647636

181,"(4716099.423201416, 2252542.7748620003)",0405-1,Moravia,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,212.39654121618577,4.834736110870708

182,"(4716007.830048645, 2252323.5032069813)",0405-5,Moravia,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,1357.0895168104096,64448.75618175288

183,"(4716063.282972129, 2252925.356258779)",0405-3,Moravia,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,650.665163390315,23290.6972168664

184,"(4718749.69238774, 2252826.593842667)",0314-1,San Jos� La Cima No.1,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1136.346138375193,40969.989963925495

185,"(4718829.431515959, 2253123.2485978883)",0314-2,San Jos� La Cima No.1,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,560.9789577163837,15396.600324016334

186,"(4718863.632397624, 2253249.000563424)",0314-3,San Jos� La Cima No.1,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1368.6841112077263,20311.733025390346

187,"(4706659.900130977, 2242800.957936494)",8007-3,La Verde,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,365.0866881273226,1905.400771676841

188,"(4706802.319479611, 2242669.585686808)",8007-8,La Verde,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,502.18905211074167,8759.978430691981

189,"(4718446.241544024, 2249617.1516049546)",0807-8,Los Mangos,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,531.4636658539479,11174.328891539126

190,"(4715949.945166667, 2242759.7603000007)",1414-1,El Castillo,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,12.184629566554456,4.073115022086525

191,"(4712463.161792329, 2251949.377998409)",1301-1,El Pesebre,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1423.4546101141054,32639.498621821247

192,"(4709823.267915353, 2249093.917614784)",1314-1,Las Independencias,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,112.35291174228901,710.4920805995479

193,"(4709985.905172486, 2249089.174075112)",1314-2,Las Independencias,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,166.25213606325408,1345.0552937248492

194,"(4709820.725244137, 2249130.1029857127)",1314-3,Las Independencias,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,126.06280718542257,986.8257754739002

195,"(4709714.417061686, 2249090.551035217)",1314-4,Las Independencias,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,355.6207768790201,3806.567144641853

196,"(4709572.657319591, 2249213.937704235)",1314-5,Las Independencias,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,941.69544117323,29640.557191522457

197,"(4717615.322372623, 2253735.495048929)",0209-1,Mosc� No.1,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,87.87702579344821,463.82561515563293

198,"(4717571.545855674, 2254093.1767753917)",0209-6,Mosc� No.1,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,120.15036490887938,329.8895181391824

199,"(4719125.372004826, 2248012.3437557803)",0813-35,Villatina,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,174.05642842492682,674.9491318440498

200,"(4719373.2593834875, 2247985.8398192055)",0814-14,San Antonio,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,132.5305109043886,998.1359541652055

201,"(4718734.167113681, 2251526.6581155355)",0305-2,El Raizal,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1302.6397350934403,46184.2076107501

202,"(4718888.483968333, 2251349.079360423)",0305-3,El Raizal,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1440.2640804699593,2813.9542159890816

203,"(4719311.436759513, 2247614.4119008374)",0813-40,Villatina,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,196.48068581686056,2185.7439196242426

204,"(4717487.6727849785, 2253420.7883683247)",0106-1,Villa Guadalupe,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,171.6229982104968,569.8598744494066

205,"(4717612.012823885, 2253380.22183714)",0106-2,Villa Guadalupe,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,322.31878270809756,3781.7532705479107

206,"(4717934.338409062, 2253251.9416339435)",0106-3,Villa Guadalupe,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,70.10715318803601,332.31626475276175

207,"(4718101.776838354, 2253237.707394623)",0106-4,Villa Guadalupe,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,224.77230913912132,3283.306452617411

208,"(4719477.437091761, 2247796.306036977)",0814-23,San Antonio,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,394.5855137359689,1967.6759314507344

209,"(4708442.346990481, 2247372.3934437083)",7002-2,Aguas Fr�as,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,209.58834230555664,1597.6327521577402

210,"(4707984.504411902, 2247343.1617868687)",7002-3,Aguas Fr�as,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,151.05717230018794,1569.1007162916019

211,"(4707157.406275093, 2247643.2215498583)",7002-4,Aguas Fr�as,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,838.6980255784677,13645.082335998006

212,"(4720190.600940784, 2247207.4124913085)",0815-17,Las Estancias,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,276.3302576237804,3802.4638591188454

213,"(4718094.670437091, 2255503.018701823)",0202-1,Play�n de Los Comuneros,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1819.0669511292688,23540.205542058167

214,"(4717930.707086936, 2255414.677772007)",0202-2,Play�n de Los Comuneros,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,718.8743053017398,11075.37347460481

215,"(4720211.648199833, 2247302.532995491)",0817-6,La Sierra,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,264.7365086432172,3363.4990236161075

216,"(4719625.411150546, 2247519.0509127886)",0819-17,Villa Lilliam,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,3.149460633395763,0.3752599764743406

217,"(4718746.327279443, 2253850.7774614147)",0104-1,Granizal,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,657.2930046691805,11922.423853034092

218,"(4718307.933554352, 2253917.8265437065)",0104-2,Granizal,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,2199.932881646289,31405.727759589263

219,"(4718129.840583113, 2254237.925742832)",0104-6,Granizal,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,235.6621761102792,1723.8179377518452

220,"(4718619.993276411, 2254062.0507530454)",0104-7,Granizal,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,18.572731411622584,14.428134817850308

221,"(4720335.09251723, 2247004.1525662816)",0901-2,Juan Pablo II,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,15.989222171449816,9.808333923886

222,"(4720208.019321367, 2247096.814371527)",0901-9,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,1191.7207946263845,8480.798242635736

223,"(4720449.117753185, 2247114.802433182)",0815-14,Las Estancias,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,84.65542552131406,119.46317199158989

224,"(4720088.959463511, 2246932.3185216715)",0917-10,Ocho de Marzo,Riesgo bajo,Zona de riesgo bajo por movimientos en masa,Movimientos en masa,,,149.77391205911474,881.8435062000152

225,"(4720485.25106854, 2247073.5665436722)",0815-18,Las Estancias,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,175.20523330204483,299.47351267169324

226,"(4716660.616151849, 2247600.893116469)",0912-2,El Salvador,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,588.3097424797046,7825.484014943566

227,"(4716601.509639017, 2248306.5068777828)",0912-4,El Salvador,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,173.3513128637944,1800.3549990248785

228,"(4719369.124361785, 2247569.748848262)",0813-45,Villatina,Riesgo medio,Zona de riesgo medio por movimientos en masa,Movimientos en masa,,,363.5920078601605,843.9024595915909

229,"(4719330.815388272, 2247558.7240884337)",0813-48,Villatina,Alto riesgo mitigable,Zona de alto riesgo mitigable por movimientos en masa,Movimientos en masa,,,92.98896467443133,435.8974364375341

230,"(4718550.13045887, 2251747.2216410064)",0304-3,Santa In�s,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,736.2363049225811,12351.412617449098

231,"(4718530.725520476, 2251984.631099184)",0304-4,Santa In�s,Con condiciones de riesgo,Zona con condiciones de riesgo por movimientos en masa,Movimientos en masa,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,268.81376088577247,3257.5891489322526

