OBJECTID,Shape,CODIGO_TRATAMIENTO,NOMBRE,CLASE_SUELO,CATEGORIA_SUELO,CATDLLORESTRING,Shape_Length,Shape_Area
185,"(828744.5685127043, 1187186.5801804538)",SC-API-13,Pedregal Alto,Rural,Suburbano,Suelos suburbanos propiamente dichos,2609.1406194930732,36527.88941769236

186,"(828475.0905088697, 1187346.1215706521)",SC-API-13,Pedregal Alto,Rural,Suburbano,Suelos suburbanos propiamente dichos,676.034395937008,1763.1286129022724

187,"(825975.4769976, 1188073.6896714708)",SC-CNS2-01,El Llano,Rural,Suburbano,�reas para la localizaci�n de equipamientos,325.16884274035823,3105.5677827915847

188,"(826141.9273216347, 1188320.7249037237)",SC-CNS2-01,El Llano,Rural,Suburbano,�reas para la localizaci�n de equipamientos,227.382388817169,2237.6543442316324

189,"(826103.0934685755, 1188078.9489346787)",SC-CNS2-01,El Llano,Rural,Suburbano,Centros poblados rurales,3173.7964064751536,242263.8665570394

190,"(825910.1920620346, 1185698.7976228108)",SC-CNS2-02,La Palma,Rural,Suburbano,Centros poblados rurales,5067.891370500104,331095.0740293325

191,"(828368.8795028895, 1187467.0849869747)",SC-CNS3-02,Pedregal Alto,Rural,Suburbano,�reas para la localizaci�n de equipamientos,113.3795293872263,775.8846700323562

192,"(828065.4605076488, 1187977.296567664)",SC-CNS3-02,Pedregal Alto,Rural,Suburbano,�reas para la localizaci�n de equipamientos,758.6420465879133,29805.473985866487

193,"(828141.6502923579, 1188059.197067684)",SC-CNS3-02,Pedregal Alto,Rural,Suburbano,Centros poblados rurales,239.67194858540063,2912.376147202239

194,"(828216.9107070009, 1187431.0137260766)",SC-CNS3-02,Pedregal Alto,Rural,Suburbano,Centros poblados rurales,5684.191218224513,333235.55953693716

195,"(830375.5356872608, 1187337.7411779107)",SC-CNS3-03,Pajarito,Rural,Suburbano,�reas para la localizaci�n de equipamientos,184.1743931076611,1920.3209731796983

196,"(830406.6805384561, 1187348.4359755204)",SC-CNS3-03,Pajarito,Rural,Suburbano,�reas para la localizaci�n de equipamientos,235.93270210526737,1733.1041476021453

197,"(830502.3153421269, 1187367.342962034)",SC-CNS3-03,Pajarito,Rural,Suburbano,�reas para la localizaci�n de equipamientos,179.97241243192326,2074.182262334987

198,"(830362.1656010108, 1187482.561761124)",SC-CNS3-03,Pajarito,Rural,Suburbano,Centros poblados rurales,5031.978050789876,357112.00841505115

199,"(828175.7729025929, 1185046.5181253816)",SC-CNS3-04,La Loma,Rural,Suburbano,�reas para la localizaci�n de equipamientos,93.57749817008231,538.257872035939

200,"(828126.3340195074, 1185203.5091927552)",SC-CNS3-04,La Loma,Rural,Suburbano,�reas para la localizaci�n de equipamientos,116.20431864958653,786.3732267107257

201,"(827824.0420471468, 1185274.538768899)",SC-CNS3-04,La Loma,Rural,Suburbano,Centros poblados rurales,3954.530202599689,249435.39743923134

202,"(826653.1246131854, 1185896.3774774575)",SC-CNS4-02,Conexi�n Aburr� Cauca,Rural,Suburbano,�reas para la localizaci�n de equipamientos,648.7138138235683,16150.164239905329

203,"(825958.5525185544, 1186968.7399995052)",SC-CNS4-02,Conexi�n Aburr� Cauca,Rural,Suburbano,�reas para la localizaci�n de equipamientos,239.70278393043995,3452.548160200447

204,"(826148.181696867, 1187543.1639541434)",SC-CNS4-02,Conexi�n Aburr� Cauca,Rural,Suburbano,�reas para la localizaci�n de equipamientos,618.0054525714663,4636.968633205025

205,"(826167.2259250502, 1187528.9840940598)",SC-CNS4-02,Conexi�n Aburr� Cauca,Rural,Suburbano,Suelos suburbanos propiamente dichos,123.15908075022125,514.5346169027898

206,"(826214.0413392959, 1186933.6796548883)",SC-CNS4-02,Conexi�n Aburr� Cauca,Rural,Suburbano,Suelos suburbanos propiamente dichos,9012.03840838085,1114172.6787227162

207,"(828156.2543781115, 1186655.4612516956)",SC-CNS4-03,Pedregal Alto,Rural,Suburbano,�reas para la localizaci�n de equipamientos,494.52311808878477,12656.903472771352

208,"(827748.2310417233, 1186555.8491095472)",SC-CNS4-03,Pedregal Alto,Rural,Suburbano,�reas para la localizaci�n de equipamientos,901.505179758319,30591.217057237398

209,"(828210.8414689772, 1186681.814868472)",SC-CNS4-03,Pedregal Alto,Rural,Suburbano,Suelos suburbanos propiamente dichos,116.93865624513063,628.6007385266537

210,"(828314.9544289759, 1186669.9271265087)",SC-CNS4-03,Pedregal Alto,Rural,Suburbano,Suelos suburbanos propiamente dichos,6389.84168896252,484199.5879967729

211,"(837186.8515657312, 1179417.6821316392)",SE-CNS1-01,Mirador del Poblado,Rural,Suburbano,�reas destinadas a la parcelaci�n de vivienda campestre,5276.76256813626,765290.4602359517

212,"(836458.7524093267, 1175386.8813507475)",SE-CNS1-02,El Tesoro,Rural,Suburbano,�reas destinadas a la parcelaci�n de vivienda campestre,5987.367908397375,586404.1462082171

213,"(836707.2326174033, 1175425.2360572955)",SE-CNS1-02,El Tesoro,Rural,Suburbano,�reas para la localizaci�n de equipamientos,331.5432166624204,6499.828612955993

214,"(836306.2062627183, 1175861.497245422)",SE-CNS1-02,El Tesoro,Rural,Suburbano,�reas para la localizaci�n de equipamientos,511.2403992269862,11346.51636240288

215,"(842842.5867961184, 1178607.238901116)",SE-CNS1-04,"Santa Elena, Sector Central",Rural,Suburbano,�reas para la localizaci�n de equipamientos,135.85707925034285,1003.7768576125216

216,"(842857.1490614328, 1178640.6673112607)",SE-CNS1-04,"Santa Elena, Sector Central",Rural,Suburbano,�reas para la localizaci�n de equipamientos,38.39288202655897,91.75884532429976

217,"(842783.2107605903, 1178634.3399459182)",SE-CNS1-04,"Santa Elena, Sector Central",Rural,Suburbano,�reas para la localizaci�n de equipamientos,128.0815278797289,775.1081570354895

218,"(842827.2291898429, 1178659.5084893184)",SE-CNS1-04,"Santa Elena, Sector Central",Rural,Suburbano,�reas para la localizaci�n de equipamientos,128.4513598581111,505.67763891749445

219,"(842904.1667078002, 1178787.1190286176)",SE-CNS1-04,"Santa Elena, Sector Central",Rural,Suburbano,�reas para la localizaci�n de equipamientos,149.97217351360393,1021.5869457810231

220,"(842850.1024510278, 1178796.9275033143)",SE-CNS1-04,"Santa Elena, Sector Central",Rural,Suburbano,�reas para la localizaci�n de equipamientos,903.1024874301758,17873.78939026047

221,"(842412.0359507442, 1178766.4559422743)",SE-CNS1-04,"Santa Elena, Sector Central",Rural,Suburbano,Centros poblados rurales,5828.532721489534,335660.07354876515

222,"(840699.0072768957, 1178162.9455251333)",SE-CNS2-05,El Plan,Rural,Suburbano,�reas para la localizaci�n de equipamientos,248.38554518165742,2830.2381053035606

223,"(840714.5460879785, 1178275.5503994226)",SE-CNS2-05,El Plan,Rural,Suburbano,�reas para la localizaci�n de equipamientos,82.14944458199548,383.00207775815755

224,"(840375.6915080621, 1178136.8559391953)",SE-CNS2-05,El Plan,Rural,Suburbano,Suelos suburbanos propiamente dichos,12891.884976980991,1835667.8936758346

225,"(843543.3694785272, 1177598.039959982)",SE-CNS2-07,El Cerro,Rural,Suburbano,�reas para la localizaci�n de equipamientos,34.16423228432912,70.7095936764679

226,"(843583.3303948177, 1177776.3970307447)",SE-CNS2-07,El Cerro,Rural,Suburbano,�reas para la localizaci�n de equipamientos,407.86618895189196,7453.239528113178

227,"(843386.3025955658, 1177798.8339114075)",SE-CNS2-07,El Cerro,Rural,Suburbano,Suelos suburbanos propiamente dichos,2318.074165973957,190753.83923687885

228,"(843619.5207156708, 1180399.8028362785)",SE-CNS2-08,El Placer,Rural,Suburbano,�reas para la localizaci�n de equipamientos,145.73421391054745,1049.0815874088892

229,"(843554.8946834175, 1180412.2976947185)",SE-CNS2-08,El Placer,Rural,Suburbano,�reas para la localizaci�n de equipamientos,361.13195271121174,6824.238127198506

230,"(843078.3217415047, 1181312.331320833)",SE-CNS2-08,El Placer,Rural,Suburbano,�reas para la localizaci�n de equipamientos,110.0588238835104,703.3536446030434

231,"(843095.678778898, 1181472.6159797742)",SE-CNS2-08,El Placer,Rural,Suburbano,�reas para la localizaci�n de equipamientos,892.1484468905836,21623.53449395565

232,"(842719.7865929476, 1181610.824062357)",SE-CNS2-08,El Placer,Rural,Suburbano,�reas para la localizaci�n de equipamientos,248.33246630722388,2726.088942864516

233,"(842939.2974494135, 1180991.864450332)",SE-CNS2-08,El Placer,Rural,Suburbano,Suelos suburbanos propiamente dichos,9374.374357875944,1594464.1485399283

234,"(844778.268371452, 1181135.4334583275)",SE-CNS3-10,Barro Blanco,Rural,Suburbano,�reas para la localizaci�n de equipamientos,164.93445968404632,1661.8772699579895

235,"(845020.8277604213, 1181514.9944850316)",SE-CNS3-10,Barro Blanco,Rural,Suburbano,�reas para la localizaci�n de equipamientos,116.77675984290848,730.2145467293574

236,"(845038.7233709841, 1181537.1088383202)",SE-CNS3-10,Barro Blanco,Rural,Suburbano,Centros poblados rurales,5301.285773438588,300891.69112052413

237,"(842545.2996597647, 1183296.2974733107)",SE-CNS4-04,Mazo,Rural,Suburbano,�reas para la localizaci�n de equipamientos,443.8566311438393,9923.64755419972

238,"(842612.9811568442, 1183335.8535184914)",SE-CNS4-04,Mazo,Rural,Suburbano,�reas para la localizaci�n de equipamientos,374.445601578539,5903.5474076229675

239,"(842464.9962518292, 1183652.4987605046)",SE-CNS4-04,Mazo,Rural,Suburbano,�reas para la localizaci�n de equipamientos,133.75209937513887,944.0438938484491

240,"(842679.4854865386, 1182900.6716162013)",SE-CNS4-04,Mazo,Rural,Suburbano,Centros poblados rurales,1921.858739035017,99197.48063132276

241,"(842524.3601225319, 1183227.3478158498)",SE-CNS4-04,Mazo,Rural,Suburbano,Centros poblados rurales,141.45029821973264,1019.840108699294

242,"(842568.7339552653, 1183488.7276636623)",SE-CNS4-04,Mazo,Rural,Suburbano,Centros poblados rurales,5180.121159657721,168035.0186705351

