OBJECTID,Shape,codigo,nombre,riesgo,descripcion,tipo_amenaza,categoria_proteccion,subcategoria_proteccion,Shape_Length,Shape_Area
105,"(4708112.499259301, 2252152.5350174243)",6014-5,La Loma,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,184.45157190722352,976.4003961819157

106,"(4708215.546639112, 2252128.124722443)",6014-8,La Loma,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,325.9616722150469,3532.091944616855

107,"(4708476.74885184, 2252286.940028074)",6014-9,La Loma,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,149.74039540226565,1334.5788350849978

108,"(4709111.432297732, 2252228.270279409)",6014-10,La Loma,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,794.7680897646958,10107.945880348232

109,"(4710239.666913375, 2251900.045119626)",6014-11,La Loma,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,338.0333571120902,3280.2076520798278

110,"(4709672.59562609, 2248906.130447663)",7003-2,El Coraz�n El Morro,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,870.1861255924737,6431.458586551833

111,"(4708470.803464826, 2249340.3726841975)",7003-3,El Coraz�n El Morro,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,2899.013889459771,32027.00942832014

112,"(4711203.426432737, 2246130.7365713003)",1613-8,Altavista,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1196.2429202646513,12893.512337394739

113,"(4699768.253782699, 2260639.1412334302)",5002-2,La Sucia,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,4432.40534083268,34597.92753899578

114,"(4701617.088665126, 2259500.5302863857)",5007-2,La Aldea,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,780.7383178082138,10148.151772867255

115,"(4701782.872129985, 2258434.0677509364)",5006-1,La Frisola,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,183.36545047328525,1144.16545699252

116,"(4702654.943137728, 2257624.1809384623)",5006-2,La Frisola,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,648.1927143319379,8564.525564151983

117,"(4704198.246316124, 2258213.9024455766)",5005-1,Volcana Guayabal,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1837.733361474588,20955.634224010413

118,"(4701779.660630705, 2258453.4175198697)",5005-2,Volcana Guayabal,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,159.35875403283242,819.39821338247

119,"(4702676.712819052, 2257647.167582944)",5005-3,Volcana Guayabal,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,694.7891862137102,8385.506314309532

120,"(4702547.974388409, 2257748.521096676)",5005-5,Volcana Guayabal,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,190.78702919074573,1168.4545340558902

121,"(4700101.060996251, 2256659.611330817)",5001-1,La Suiza,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,123.9487978200566,866.247287914754

122,"(4707970.49484693, 2255110.4289905243)",6007-1,San Jos� de La Monta�a,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,705.864980738914,7752.701155278437

123,"(4706646.652607551, 2254582.749999811)",6005-1,Naranjal,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,115.59564474457031,544.3526160188163

124,"(4706693.129641668, 2254481.6984252725)",6005-2,Naranjal,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,340.6147664583665,3480.319014256609

125,"(4710674.203226646, 2253514.762088316)",6013-9,Pedregal Alto,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,150.53849192958728,1352.4113656783327

126,"(4707500.918261624, 2252229.9421085445)",6002-1,El Patio,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,217.47216246604964,1646.9207991652606

127,"(4707003.611110832, 2252091.3276508455)",6002-2,El Patio,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,321.6918098697105,2264.598567383271

128,"(4706748.787855705, 2252105.5392480097)",6002-3,El Patio,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,262.5281463473373,1630.9357555019058

129,"(4707409.467445339, 2252767.231205197)",6015-1,Las Playas,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,3118.6182256834118,51762.09423366817

130,"(4710453.961161719, 2246291.256490955)",AE5-1,�rea de Expansi�n Altavista,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,296.99620765681476,1950.463149846797

131,"(4710556.25774365, 2246219.431655829)",AE5-3,�rea de Expansi�n Altavista,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,488.32535715694235,13177.998912299772

132,"(4710932.878392464, 2246251.712442014)",AE5-5,�rea de Expansi�n Altavista,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,177.15723839521903,2090.190013473452

133,"(4710910.599861882, 2246190.9333043117)",AE5-6,�rea de Expansi�n Altavista,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1714.3289952726998,18450.785395707095

134,"(4708127.87335964, 2252179.9659535405)",AUC1-1,Cabecera Urbana Corregimiento San Crist�bal,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,58.553416896159064,105.93002599365155

135,"(4707044.737447053, 2253277.0694163037)",6016-6,Traves�as,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,51.17407053052745,88.64364786993859

136,"(4708514.8236423815, 2252358.741469243)",AUC1-3,Cabecera Urbana Corregimiento San Crist�bal,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,3692.9898565087738,44557.05979502357

137,"(4719709.570637672, 2251528.951129582)",9003-16,Piedras Blancas - Matasano,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,124.21996592615567,483.21973014284777

138,"(4719965.4112569075, 2251047.5790220737)",9003-28,Piedras Blancas - Matasano,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1681.6803457753235,11016.003896616574

139,"(4710701.807366667, 2253512.624133336)",6012-1,Pajarito,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,2.5598546770794504,0.1638034732724648

140,"(4706637.477700283, 2253921.7254780573)",6003-1,El Uvito,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,842.021998047922,5805.4040301558225

141,"(4707105.11251037, 2253864.586625857)",6016-1,Traves�as,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,577.8909978651458,8485.332312268734

142,"(4708000.251120114, 2253039.0193621307)",6016-2,Traves�as,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,2213.9178725425777,18865.589072624844

143,"(4707287.2029361185, 2252975.287392331)",6016-3,Traves�as,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,2066.2107383528464,41387.74092295716

144,"(4707043.820261351, 2253363.028196829)",6016-5,Traves�as,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,288.93151511499184,1280.2452882479213

145,"(4708078.986112279, 2252822.1795906816)",6013-2,Pedregal Alto,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,379.8537892686139,2082.7022750588153

146,"(4708042.980538003, 2253053.965859722)",6013-3,Pedregal Alto,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,621.906719823988,4615.01192747075

147,"(4707975.9037041245, 2253300.5191605845)",6013-4,Pedregal Alto,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,301.86017223926626,2270.2481687475897

148,"(4707943.5513, 2253372.9950333345)",6013-5,Pedregal Alto,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,9.51063244527136,1.5909356462475226

149,"(4707938.4284333335, 2253399.027233334)",6013-6,Pedregal Alto,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,19.747778171530136,6.437509936642534

150,"(4707941.033025847, 2253438.7238967177)",6013-7,Pedregal Alto,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,64.60048867391815,70.46356496391029

151,"(4709002.707477826, 2252637.129164949)",6013-8,Pedregal Alto,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,58.04183541093949,172.91495864664313

152,"(4718563.79321328, 2247974.203001266)",0813-39,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,805.9275815195901,3870.1031437958645

153,"(4718916.333158623, 2247646.7284077983)",0905-3,Alejandro Echavarr�a,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,1316.380804188084,11853.189764579914

154,"(4718948.766590695, 2247584.0175852957)",0905-2,Alejandro Echavarr�a,Alto riesgo mitigable,Zona de alto riesgo mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,905.8690876848798,7683.515058725515

155,"(4718855.043764608, 2247741.535949551)",0813-25,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,800.1467311513642,9285.412475037165

156,"(4719005.6487020515, 2247591.849042099)",0813-4,Villatina,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,15.306456266354513,2.137606333083421

157,"(4719095.239908959, 2247610.029154097)",0813-25,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,744.6928532091579,2164.728043573989

158,"(4719198.063693395, 2247365.8739344333)",0813-26,Villatina,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,166.0672134131484,841.4413847642923

159,"(4719419.687120074, 2247455.5805810736)",0815-12,Las Estancias,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,942.0505090367419,25274.382687649217

160,"(4719321.947384726, 2247492.7700719144)",0813-26,Villatina,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,965.925361899641,20323.425671228928

161,"(4719748.372763451, 2247224.668837128)",0815-11,Las Estancias,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,2613.8938672797717,34985.94889098331

162,"(4719229.222465819, 2247373.9482448134)",0813-25,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,9.702213917331125,1.8334098288227991

163,"(4719615.001917767, 2247241.469613962)",0902-3,Barrios de Jes�s,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,515.2125043129274,14911.014036074812

164,"(4719833.817647085, 2247101.5385245974)",0902-3,Barrios de Jes�s,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,598.4535773130361,11295.327239906483

165,"(4719808.980208837, 2247138.10452895)",0902-2,Barrios de Jes�s,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,4.991379377640771,0.18243119318737597

166,"(4719755.900762953, 2247276.448667306)",0815-12,Las Estancias,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,1187.07733390935,15443.124602141008

167,"(4720040.1294974135, 2247040.7236764603)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,356.71531100106773,6652.838688513569

168,"(4719905.380088808, 2246773.9649299085)",0902-2,Barrios de Jes�s,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,91.70297478758798,103.16829768903096

169,"(4719926.101391796, 2246838.244787428)",0902-2,Barrios de Jes�s,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,154.82977235076953,214.18456282286982

170,"(4719955.010387706, 2246880.319485028)",0902-2,Barrios de Jes�s,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,64.12101562896483,59.8087032461207

171,"(4719967.69644579, 2246893.806425549)",0902-2,Barrios de Jes�s,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,5.556343548136259,0.408577035229549

172,"(4719974.336476352, 2246904.7422567555)",0902-2,Barrios de Jes�s,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,1.4740743593635939,0.05215205481327295

173,"(4719975.670818582, 2246975.526570189)",0902-2,Barrios de Jes�s,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,275.959734127523,273.6635771588628

174,"(4719976.290995786, 2247050.234254766)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,43.14509118757384,24.444171216269687

175,"(4720020.924534997, 2247063.6912416657)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,81.21661013371747,85.59312019293868

176,"(4719974.959989957, 2247014.3282344327)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,83.90880978644928,147.84600300493966

177,"(4720112.907890791, 2247038.3930230383)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,141.90349473530281,712.5435834330011

178,"(4719916.301504538, 2246801.0329932054)",0901-5,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,89.20955096403,98.21312018531769

179,"(4719910.802725371, 2246786.3524907273)",0917-8,Ocho de Marzo,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,8.185126090737025,2.004876289662204

180,"(4719915.394383701, 2246746.772627344)",0917-8,Ocho de Marzo,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,124.64950562823323,177.50605346717518

181,"(4719925.5274052415, 2246835.477516509)",0901-3,Juan Pablo II,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,1.6312500408308517,0.05012224389861815

182,"(4719926.742720021, 2246840.5045456747)",0901-3,Juan Pablo II,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,4.592989169982208,0.299796767082159

183,"(4719943.186358055, 2246864.3428811957)",0901-5,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,73.67621842378075,59.18637297312923

184,"(4719973.831790939, 2246901.4115700996)",0901-5,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,110.00500721580677,114.17362155774471

185,"(4719982.913872912, 2246929.0166292298)",0901-3,Juan Pablo II,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,0.28140388284355644,0.0030274200797415513

186,"(4719983.685980121, 2246932.366743283)",0901-5,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,11.074817361034109,1.6041820536103395

187,"(4720242.152747881, 2246768.4264872298)",9001-10,Las Palmas,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,71.36781189035096,79.60709278927129

188,"(4720204.109558903, 2246837.7650342155)",0917-8,Ocho de Marzo,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,354.2608039316737,484.005388391762

189,"(4720488.6342120245, 2247082.6907447446)",0815-11,Las Estancias,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,654.2166987972016,3004.304537507107

190,"(4721727.805378919, 2247130.6592806107)",9002-8,Media Luna,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,355.0167436822823,5343.167268674642

191,"(4721928.526443768, 2246629.685809507)",9002-8,Media Luna,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,245.76657628524399,2408.270156618259

192,"(4720275.633603239, 2247026.2078116382)",0901-5,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,1102.718911384889,5383.344650984529

193,"(4720301.300304609, 2247072.3563910443)",0901-4,Juan Pablo II,Alto riesgo mitigable,Zona de alto riesgo mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo mitigable,255.39997303160513,2497.518446680173

194,"(4720371.069728837, 2247081.786517046)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,464.26918345303625,6852.198539873702

195,"(4720130.106036125, 2247041.353780391)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,142.8458673782525,581.9468971956935

196,"(4720142.648453411, 2247071.57059321)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,97.21874096554443,264.73005534548105

197,"(4720177.89912359, 2247051.276122312)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,291.06700110180384,2893.980980278235

198,"(4720129.115438865, 2246989.901296782)",0901-5,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,392.8832379550876,423.4553838928805

199,"(4720101.355296236, 2247080.764286158)",0901-7,Juan Pablo II,Riesgo medio,Zona de riesgo medio por avenidas torrenciales,Avenidas Torrenciales,,,148.6644563044946,435.6000022085431

200,"(4720108.786480024, 2247066.6523105353)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,143.8230077349705,767.303912040575

201,"(4720147.099319031, 2247083.5825840705)",0901-7,Juan Pablo II,Riesgo medio,Zona de riesgo medio por avenidas torrenciales,Avenidas Torrenciales,,,102.70809987647168,476.52524854183133

202,"(4719979.715768072, 2246983.3746374054)",0901-5,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,165.66935823917376,143.45301285970515

203,"(4720007.15849676, 2247060.6129614594)",0901-7,Juan Pablo II,Riesgo medio,Zona de riesgo medio por avenidas torrenciales,Avenidas Torrenciales,,,329.8692370544247,1089.000106831157

204,"(4720117.5678971475, 2247016.1887759557)",0901-6,Juan Pablo II,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,Avenidas Torrenciales,,,24.722063611439744,27.060628519244574

205,"(4719215.474705369, 2247368.1889191726)",0813-25,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,5.724628618431906,0.44353041891704587

206,"(4720650.479945096, 2247044.8612384847)",9002-10,Media Luna,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,149.01875661758322,235.74035791430816

207,"(4720656.72554692, 2247037.279678733)",9001-10,Las Palmas,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,75.29043851666167,198.68350204163448

208,"(4720610.669783455, 2247031.172354144)",0901-5,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,13.261018975009758,6.558381090267749

209,"(4720625.232716352, 2247044.5871531954)",0815-11,Las Estancias,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,115.71448960298441,460.88621719372753

210,"(4720502.780188747, 2247029.4171092818)",0901-5,Juan Pablo II,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,35.083138471333335,16.628526181609622

211,"(4720507.785013604, 2247026.4693768476)",9001-10,Las Palmas,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,9.231525714167358,0.8303466287063871

212,"(4720559.774325303, 2247026.4986429242)",9001-10,Las Palmas,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,213.4733241756674,19.799484815131915

213,"(4719838.6195130395, 2247980.694822472)",0814-19,San Antonio,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,411.43127835941584,405.13739689986653

214,"(4719747.003873942, 2247867.103391241)",0819-5,Villa Lilliam,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,943.5453295039559,1647.883287311165

